"Divine aid is necessary to overcome moral trials and resist temptation.","Oh Lord deliver thy servent out of temtations",inferred,0.95,exact,
"The Holy Spirit provides direct, cautionary revelation to guide the actions and safety of individuals.","We were checked by the Spirit and refused",explicit,0.95,exact,
"The Holy Spirit provides promptings that can warn individuals of danger or guide their decisions.","We were checked by the Spirit and refused",inferred,0.85,exact,
"Divine providence intervenes to protect individuals from the hands of their enemies.","we were successful in escaping their hands through the providence of the Lord",explicit,0.9,exact,
"An individual's capacity to perform significant good is dependent upon their continued faithfulness.","may, if faithful, do much good",explicit,0.9,exact,
"Prayer should be directed to God the Father in the name of Jesus Christ.","called upon the Father in the name of Jesus",explicit,0.95,exact,
"The organization of the Saints must be conducted according to the will of heaven.","organize them according to the will of heaven",explicit,0.9,exact,
"Divine strength, wisdom, and understanding are required to lead the people of the Lord.","give brother Brother Joseph strength , and wisdom , and understand ing sufficient to lead the people of the Lord",inferred,0.85,exact,
"The Saints are to be gathered and established on a specific land of inheritance.","gather back , and establish the saints Saints upon the land of their inheritances",explicit,0.9,exact,
"United prayer and supplication is the method for obtaining blessings for the church.","we united in prayer and suplication supplication for the blessings of the Lord to be given unto his church",inferred,0.8,exact,
"The laying on of hands is a ritual practice used by church leadership for administration or blessing.","We then united and laid on hands",inferred,0.8,exact,
"The laying on of hands is a ritual used to confer the spiritual blessings and qualifications required for a divine calling.","laid on hands : Brothers Sidney Rigdon , Oliver Cowdery , and Zebedee Coltrin laid hands upon bro. Brother Joseph , and confirmed upon him all the blessings necessary to qualify him to stand before the Lord in his high calling",inferred,0.9,fuzzy,99.1150442477876
"Divine wisdom and understanding are necessary for the administrative task of arranging and publishing church covenants.","confirmed upon him the blessings of wisdom and understanding sufficient for his station ; , that he be qualified to as sist brother Brother Sidney in ar ranging the church covenants",inferred,0.85,exact,
"Presiding over the church requires the assistance of the Spirit and specific spiritual gifts of knowledge.","confirmed upon him the bles sings of wisdom and knowl edge to preside over the church in the abscence absence of brother Brother Joseph , and to have the spir it Spirit to assist",inferred,0.9,exact,
"Zion must be built up and Kirtland established as part of the divine timeline.","until Zion is built up & and Kirtland established",explicit,0.9,exact,
"The faithful are promised a crown of eternal life in the Kingdom of God.","a crown of eternal life in the Kingdom kingdom of God",explicit,0.95,exact,
"The gospel is intended to be preached globally, reaching even the islands of the seas.","preach the gospel, even till until it spreads to the islands of the seas",explicit,0.9,exact,
"The Holy Spirit serves as a source of joy and comfort to the faithful.","Our hearts rejoiced, and we were comforted with the Holy Spirit",explicit,0.95,exact,
"Divine blessings and wisdom are conferred through the laying on of hands by those in authority.","laid hands up on bro. Brother Zebedee , and con firmed the blessing",inferred,0.85,fuzzy,97.0149253731343
"The Holy Spirit provides comfort and joy to the hearts of believers.","Our hearts rejoiced, and we were comforted with the Holy Spirit , .",explicit,0.95,exact,
"The 'Dispensation of the Fullness of Times' is a central theological framework for the instruction of the Saints.","discourse upon the “ Dispensation dispensation of the ful ness of times,” &c etc .",inferred,0.85,exact,
"Believers have a duty to provide material support and personal service for the relief of persecuted members of the faith.","Some few vol unteered to go to Zion , and others donated $66.37 . for the bene fit of the scattered breth r en in Zion .",inferred,0.8,exact,
"United prayer within a council of leaders is a method for seeking divine blessings and intervention.","Assembled in council with breth r en Brethren Sidney Rigdon , Frederick G. Williams , Newel K. Whitney , John Johnson , and Oliver Cowdery and united in asking the Lord to give bro.",inferred,0.8,fuzzy,97.7900552486188
"Financial resources can be consecrated for the specific theological purpose of redeeming or delivering Zion","consecrated for the delivery of Zion",explicit,0.9,exact,
"The redemption or 'delivery' of Zion is a communal religious objective requiring material support from the faithful","consecrated for the delivery of Zion",inferred,0.85,exact,
"Administering to the sick is performed to secure blessings for the afflicted and to bring glory to God.","admin istering to the sick, for the purpose of obtaining blessings for them , and for the glory of the Lord",explicit,0.95,exact,
"United prayer is a formal means of petitioning God for specific divine intervention or approval.","united in prayer before the Lord for this thing",inferred,0.85,exact,
"Divine blessings are requested through the authority and name of Jesus Christ.","grant unto us those blessing s , in the name of Jesus Christ",explicit,0.98,exact,
"The glory for answered petitions and divine blessings belongs eternally to God.","thy name shall have the glory forever",explicit,0.95,exact,
"Material resources can be consecrated, or set apart as holy, for the use of the church.","consecrated money",inferred,0.8,exact,
"God provides temporal relief for His work by influencing the hearts of individuals to be generous.","the Lord had lately sent us by opening the hearts of certain brethren from the east East to loan us $430",inferred,0.9,exact,
"Prayer should consist of both expressions of gratitude for past divine assistance and petitions for future blessings.","united in prayer for the contin uance of blessings, after giving thanks for the relief which the Lord had lately sent us",inferred,0.85,exact,
"Financial resources can be sanctified or set apart as sacred for religious purposes.","consecrated money",inferred,0.8,exact,
"There is a spiritual obligation to utilize property and wealth for the publication of divine revelation.","put it in for the printing of the word of the Lord",inferred,0.75,exact,
"Tithing consists of giving one-tenth of all increase to the poor or as directed by God.","of all that he shall give us we will give a tenth, to be bestowed upon the poor in his church, or as he shall command",explicit,0.98,exact,
"Faithfulness in managing current stewardships is a prerequisite for receiving greater blessings or responsibilities.","we will be faithful over that which he has en trus ted to our care that we may obtain much",explicit,0.95,fuzzy,98.8888888888889
"Sacred covenants should be recorded and passed down for future generations to observe.","our children after us shall remember to observe this sacred and holy cove nant",explicit,0.9,exact,
"Divine assistance in temporal affairs is sought to preserve the reputation of God's people.","if the Lord will prosper us in our busi ness , and open the way be fore us us that we may obtain means to pay our debts, that we be not troubled nor brought into disrepute before the world nor his people",inferred,0.85,fuzzy,99.5073891625616
"Records of covenants should be preserved so that future generations may have knowledge of them.","And that our children and our chil dren’s children may know of the same , we here subscribe our names with our own hands before the Lord",explicit,0.95,exact,
"God grants protection and prosperity to those who enter into a covenant with Him.","as thou didst prosper our father Jacob , and bless him with protection and prosperity where ever wherever he went from the time he made a like covenant before and with thee",inferred,0.9,exact,
"Covenant-making can lead to the opening of the heavens and the receipt of divine promises.","as thou didst ,— even the same night , open the heavens unto him and manifest great mercy and favor , and give him promises, so wilt thou do by us his sons",inferred,0.9,exact,
"Modern believers are the spiritual or literal heirs to the blessings and identity of the biblical patriarchs.","so wilt thou do by us his sons",explicit,0.95,exact,
"Covenant blessings have the potential to expand and prevail beyond the blessings of previous generations.","as his blessings prevailed above the blessings of his Progenitors progenitors into the utmost bounds of the everlasting hills, even so may our blessings prevail like his",inferred,0.85,exact,
"Blessings can prevail and extend to the bounds of the everlasting hills, following the pattern of one's progenitors.","as his blessings prevailed above the blessings of his Progenitors progenitors into the utmost bounds of the everlasting hills, even so may our blessings prevail like his",inferred,0.8,exact,
"God's servants can be preserved from the power and influence of unrighteous individuals.","may thy servants be preserved from the power and influence of wicked and unrighteous men",inferred,0.85,exact,
"Weapons formed against God's servants will ultimately fall upon those who created them.","may every weapon formed against us fall upon the head of him who shall form it",inferred,0.85,exact,
"Faithful individuals may obtain a name and a place among the sanctified in the afterlife.","may we be blessed with a name and a place among thy saints Saints here , and thy sanc tified when they shall rest.",inferred,0.85,exact,
"Reflecting upon the goodness and mercy of the Lord can facilitate the reception of prophecy.","While reflecting upon the goodness and mercy of the Lord , this evening, a prophecy was put into our hearts",explicit,0.95,exact,
"The Lord can arrange His providence to deliver His servants from temporal debt and bondage.","the Lord would arrange his providen ces in a merciful man ner and send us assist ance to deliver us from debt and bon dage.",explicit,0.95,exact,
"The Holy Spirit provides specific directions for the actions and decisions of church leadership.","According to the directions of the Holy Spirit",explicit,0.95,exact,
"Jesus Christ was crucified for the sins of the world","Jesus Christ who was crucified for the sins of the world",explicit,1.0,exact,
"Priesthood ordination is performed through the laying on of hands","I lay my hands upon thee , and ordain thee",explicit,1.0,exact,
"The priesthood is a high and holy institution","high and holy p r iest hood",explicit,0.95,exact,
"The Holy Spirit provides specific direction for the conduct and order of speakers in religious meetings","The voice of the Spirit is , that brother Brother Sidney Rigdon speak to the congregation this day , first, Brother Joseph next, bro. Brother Oliver Cowdery next . , and if time , bro Zebedeee Brother Zebedee Coltrin .",explicit,0.95,fuzzy,99.0825688073395
